ID,Al(at%),C(at%),Co(at%),Cr(at%),Cu(at%),Fe(at%),Mn(at%),Mo(at%),Nb(at%),Ni(at%),Ta(at%),Ti(at%),V(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,Processing_Description,YS(MPa),UTS(MPa),El(%)
367,1.1,0.0,24.6,24.6,0.0,24.6,0.0,0.0,0.0,24.6,0.0,0.5,0.0,0.0,1473,30.0,0,0.0,1273,2.0,1023,0.5,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. First heat treatment was performed at 1273K for 2.0 hours. Secondary heat treatment was conducted at 1023K for 0.5 hours,480.0,870.0,34.0
368,1.31,0.0,0.0,21.19,0.0,19.09,0.0,1.92,0.0,53.66,1.65,1.18,0.0,0.0,1339,0.0,0,0.0,991,8.0,894,10.0,Homogenization was performed at 1339K. First heat treatment was performed at 991K for 8.0 hours. Secondary heat treatment was conducted at 894K for 10.0 hours,1050.0,1250.0,24.0
369,7.0,0.0,0.0,13.95,0.0,46.5,23.25,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1173,0.5,0,0.0,First heat treatment was performed at 1173K for 0.5 hours,680.0,852.0,32.0
370,0.0,1.0,19.8,19.8,0.0,19.8,19.8,0.0,0.0,19.8,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction,1360.0,1470.0,15.0
371,3.21,0.0,9.82,21.43,0.0,0.35,0.0,5.0,0.0,57.32,0.0,2.86,0.0,0.0,1483,0.0,0,0.0,1283,2.0,1061,8.0,Homogenization was performed at 1483K. First heat treatment was performed at 1283K for 2.0 hours. Secondary heat treatment was conducted at 1061K for 8.0 hours,710.0,1150.0,30.0
372,0.0,0.0,20.0,10.0,0.0,45.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,294.0,625.0,36.0
373,0.0,0.0,20.08,20.06,0.0,19.88,19.91,0.0,0.0,20.07,0.0,0.0,0.0,0.0,1473,80.0,0,0.0,1473,2.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1473K for 2.0 hours,185.0,520.0,63.0
374,0.0,0.0,10.0,25.0,0.0,20.0,5.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1373,75.0,0,0.0,1173,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 0.166666667 hours,367.0,751.0,44.2
375,2.0,0.0,32.7,32.7,0.0,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0.0,0.0,1273,90.0,1373,5.0,298,0.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 90.0% reduction. Recrystallization was carried out at 1373K for 5.0 minutes. First heat treatment was performed at 298K,226.0,763.0,75.0
376,0.0,0.0,20.0,20.0,0.0,34.0,15.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,0.16667,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 0.16667 hours,430.0,768.0,67.4
377,0.0,0.0,0.0,0.0,33.333,33.334,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073,86.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1073K. followed by cold rolling to 86.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,470.0,626.0,25.0
378,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,40.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,531.0,917.0,32.0
379,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1423,95.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 95.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,291.0,619.0,43.15
380,1.41,0.0,0.16,20.48,0.0,19.01,0.0,1.82,3.1,52.94,0.0,1.08,0.0,0.0,1253,0.0,0,0.0,993,8.0,893,8.0,Homogenization was performed at 1253K. First heat treatment was performed at 993K for 8.0 hours. Secondary heat treatment was conducted at 893K for 8.0 hours,1354.0,1506.0,15.8
381,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,280.0,710.0,40.0
382,6.52,0.0,21.74,21.74,6.52,21.74,0.0,0.0,0.0,21.74,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K,217.0,566.0,77.0
383,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,50.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,345.0,758.0,39.0
384,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,20.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,462.0,931.0,46.0
385,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,20.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,372.0,855.0,55.0
386,3.125,0.0,31.25,31.25,0.0,0.0,0.0,3.125,0.0,31.25,0.0,0.0,0.0,0.0,1473,80.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction,1367.0,1493.0,9.1
387,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,50.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,379.0,883.0,46.0
388,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction,1120.0,1175.0,14.0
389,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,40.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,359.0,841.0,55.0
390,7.0,0.0,23.3,23.2,0.0,23.2,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,298,0.0,1423,2.0,298,0.0,893,50.0,Homogenization was performed at 298K. Recrystallization was carried out at 1423K for 2.0 minutes. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 893K for 50.0 hours,490.0,840.0,45.0
391,0.7,0.0,37.0,18.4,0.0,0.0,0.0,0.0,0.0,43.2,0.0,0.7,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,792.0,1004.0,38.0
392,7.5,0.0,20.5,24.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1473,0.0,1373,20.0,1373,20.0,973,2.0,Homogenization was performed at 1473K. Recrystallization was carried out at 1373K for 20.0 minutes. First heat treatment was performed at 1373K for 20.0 hours. Secondary heat treatment was conducted at 973K for 2.0 hours,850.0,1086.0,31.2
393,3.34,0.0,9.13,20.71,0.0,9.18,0.0,1.73,3.34,51.26,0.0,0.97,0.0,0.34,1213,0.0,0,0.0,298,0.0,1143,100.0,Homogenization was performed at 1213K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1143K for 100.0 hours,547.4,860.6,18.0
394,2.5,0.0,17.18,20.55,0.0,2.01,0.0,0.0,0.0,55.29,0.0,2.47,0.0,0.0,1353,0.0,0,0.0,973,16.0,1073,2.0,Homogenization was performed at 1353K. First heat treatment was performed at 973K for 16.0 hours. Secondary heat treatment was conducted at 1073K for 2.0 hours,682.0,1118.0,34.0
395,0.0,0.0,33.33,0.0,0.0,33.34,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K,103.0,320.0,49.0
396,0.0,0.0,18.0,12.5,0.0,55.0,0.0,7.5,0.0,7.0,0.0,0.0,0.0,0.0,1523,79.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,506.0,933.0,59.3
397,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K,342.0,503.0,10.9
398,16.13,0.0,16.13,16.13,0.0,16.13,0.0,0.0,0.0,35.48,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,545.0,1110.0,20.0
399,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,10.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. First heat treatment was performed at 298K,710.0,869.0,26.0
400,3.0,0.0,32.33,0.0,0.0,0.0,0.0,0.0,0.0,32.34,0.0,0.0,32.33,0.0,1373,66.0,0,0.0,973,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 66.0% reduction. First heat treatment was performed at 973K for 1.0 hours,1426.0,1750.0,1.4
401,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. First heat treatment was performed at 298K,483.0,917.0,46.0
402,14.2,0.0,15.3,14.2,0.0,14.2,0.0,0.0,0.0,42.1,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,387.0,810.0,31.0
403,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,873,6.0,923,500.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 923K for 500.0 hours,844.0,1331.0,22.3
404,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,20.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,386.0,834.0,40.0
405,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1473,80.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,390.0,705.0,57.0
406,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1123,2.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1123K for 2.0 hours,390.0,851.0,76.0
407,4.76,0.0,23.81,23.81,0.0,23.81,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,1373,80.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 80.0% reduction,1094.0,1205.0,9.6
408,0.0,0.0,10.0,15.0,0.0,35.0,5.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1173,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 0.166666667 hours,442.0,745.0,53.0
409,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1073K for 1.0 hours,331.0,1009.0,45.0
410,6.0,0.0,30.0,15.0,0.0,13.0,0.0,0.0,0.0,30.0,0.0,6.0,0.0,0.0,1423,0.0,1423,2.0,1073,4.0,0,0.0,Homogenization was performed at 1423K. Recrystallization was carried out at 1423K for 2.0 minutes. First heat treatment was performed at 1073K for 4.0 hours,925.0,1310.0,43.0
411,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,430.0,910.0,75.0
412,11.111,0.0,22.222,22.222,0.0,22.222,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0,80.0,0,0.0,1173,1.0,0,0.0,followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,770.0,1000.0,12.0
413,13.04,0.0,21.74,21.74,0.0,21.74,0.0,0.0,0.0,21.74,0.0,0.0,0.0,0.0,0,50.0,0,0.0,1273,1.0,0,0.0,followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,786.0,1101.0,28.0
414,0.0,0.0,20.0,20.0,0.0,15.0,5.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,521.0,879.0,40.3
415,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,10.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,310.0,752.0,49.0
416,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,86.0,0,0.0,298,0.0,933,1.0,Homogenization was performed at 298K. followed by cold rolling to 86.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 933K for 1.0 hours,1490.0,1638.0,16.0
417,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,1173,0.5,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 0.5 hours,389.0,859.0,74.0
418,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,740.0,1165.0,18.0
419,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours,320.0,770.0,74.0
420,0.0,0.0,34.0,20.0,0.0,6.0,0.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,0.05,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 0.05 hours,1080.0,1230.0,30.0
421,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction,1613.0,1741.0,3.0
422,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1433,0.0,0,0.0,923,24.0,1033,16.0,Homogenization was performed at 1433K. First heat treatment was performed at 923K for 24.0 hours. Secondary heat treatment was conducted at 1033K for 16.0 hours,799.0,1334.0,19.9
423,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,298,0.0,1073,1.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 1.0 hours,523.0,965.0,65.0
424,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,1073,0.16667,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1073K for 0.16667 hours,725.0,1056.0,45.7
425,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,20.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,324.0,765.0,47.0
426,9.09,0.0,18.182,18.182,0.0,18.182,18.182,0.0,0.0,18.182,0.0,0.0,0.0,0.0,1473,79.0,0,0.0,1273,0.25,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1273K for 0.25 hours,730.0,968.0,29.1
427,0.0,0.0,30.0,10.0,0.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1273,0.166666667,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1273K for 0.166666667 hours,374.0,802.0,66.5
428,0.0,0.0,32.26,32.26,0.0,0.0,0.0,3.22,0.0,32.26,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,2.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 2.0 hours,465.0,912.0,70.5
429,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1503,20.0,0,0.0,298,0.0,643,1.0,Homogenization was performed at 1503K. followed by cold rolling to 20.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 643K for 1.0 hours,1050.0,1250.0,17.0
430,0.0,1.84,19.632,19.632,0.0,19.632,19.632,0.0,0.0,19.632,0.0,0.0,0.0,0.0,1323,91.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 91.0% reduction,1190.0,1616.0,4.9
431,0.0,0.0,12.5,12.5,0.0,50.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,1273,90.0,0,0.0,873,0.16667,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 873K for 0.16667 hours,800.0,849.0,30.0
432,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1473,92.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 92.0% reduction,1160.0,1407.0,6.0
433,8.48,0.0,0.09,16.13,0.0,0.11,0.0,2.9,0.0,68.22,0.0,4.06,0.0,0.0,1402,0.0,0,0.0,298,0.0,1144,8.0,Homogenization was performed at 1402K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1144K for 8.0 hours,997.0,1493.0,22.0
434,7.5,0.0,20.5,24.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,1282.0,1317.0,5.1
435,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,25.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 25.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,572.0,1145.0,48.0
436,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,873,6.0,923,1.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 923K for 1.0 hours,842.0,1050.0,8.8
437,3.0,0.0,28.0,3.0,0.0,28.0,0.0,0.0,0.0,32.0,0.0,6.0,0.0,0.0,1473,80.0,1273,1.0,973,0.0,973,1.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction. Recrystallization was carried out at 1273K for 1.0 minutes. First heat treatment was performed at 973K. Secondary heat treatment was conducted at 973K for 1.0 hours,1090.0,1310.0,22.0
438,7.0,0.0,3.0,15.0,0.0,60.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1073,10.0,0,0.0,First heat treatment was performed at 1073K for 10.0 hours,777.0,957.0,29.0
439,17.0,0.0,28.6,14.3,0.0,14.3,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,473.0,1001.0,14.8
440,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,923,200.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 200.0 hours,750.0,1337.0,28.5
441,9.09,0.0,18.182,18.182,0.0,18.182,18.182,0.0,0.0,18.182,0.0,0.0,0.0,0.0,1473,79.0,0,0.0,1473,0.08333,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1473K for 0.08333 hours,278.0,619.0,60.4
442,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1173,2.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1173K for 2.0 hours,320.0,770.0,74.0
443,9.28,0.0,18.61,16.06,0.0,0.9,0.0,2.96,0.0,51.03,0.0,1.16,0.0,0.0,1473,0.0,0,0.0,298,0.0,1123,250.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1123K for 250.0 hours,335.0,832.0,28.9
444,7.0,0.0,23.25,23.25,0.0,23.25,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,298,60.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 298K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,360.0,780.0,65.0
445,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,50.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,593.0,1020.0,35.0
446,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1373,92.0,0,0.0,948,0.5,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 92.0% reduction. First heat treatment was performed at 948K for 0.5 hours,798.0,887.0,26.0
447,1.16,0.0,0.1,20.31,0.0,18.93,0.0,1.75,3.12,53.37,0.0,1.26,0.0,0.0,1123,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1123K. First heat treatment was performed at 298K,660.0,1079.0,41.0
448,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,30.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,372.0,869.0,48.0
449,12.5,0.0,14.1,12.1,0.0,12.3,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,312.0,660.0,39.0
450,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,50.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 298K,1276.0,1482.0,6.0
451,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,86.0,0,0.0,298,0.0,1013,1.0,Homogenization was performed at 298K. followed by cold rolling to 86.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1013K for 1.0 hours,1180.0,1300.0,25.0
452,0.0,0.0,33.333,0.0,0.0,0.0,33.333,0.0,0.0,33.333,0.0,0.0,0.0,0.0,1373,90.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,215.0,630.0,36.0
453,5.3,0.0,21.0,21.1,0.0,26.3,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,298,60.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 298K,600.0,640.0,3.3
454,7.0,0.0,23.23,23.23,0.0,23.23,0.0,0.0,0.0,23.31,0.0,0.0,0.0,0.0,298,90.0,0,0.0,1423,0.033,923,50.0,Homogenization was performed at 298K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1423K for 0.033 hours. Secondary heat treatment was conducted at 923K for 50.0 hours,490.0,840.0,45.0
455,3.74,0.0,0.0,21.03,0.0,0.0,0.0,0.0,0.0,72.43,0.0,2.8,0.0,0.0,1343,0.0,0,0.0,298,0.0,973,16.0,Homogenization was performed at 1343K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours,822.0,1202.0,25.2
456,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,40.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,345.0,765.0,38.0
457,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,773,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 773K for 1.0 hours,1290.0,1415.0,3.6
458,0.0,0.0,10.0,0.0,20.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1173,75.0,0,0.0,973,0.166666667,0,0.0,Homogenization was performed at 1173K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 973K for 0.166666667 hours,402.0,735.0,45.5
